title,salary,city,raw_text
大数据和人工智能需求分析工程师,9-13K,未知,"大数据和人工智能需求分析工程师
-K·薪
5-10年
本科
深圳瑞莱保核能技...
武汉·江夏区·光谷东"
数据分析师（急聘+双休）,6-10K,未知,"数据分析师（急聘+双休）
-K·薪
1年以内
大专
行思合众
武汉·硚口区·武胜路"
数据分析师,15-25K,武汉,"数据分析师
-K
3-5年
本科
某大型医疗器械上市公司
武汉"
腾讯云智-数据分析（武汉）,20-25K,武汉·江夏区·纸坊,"腾讯云智-数据分析（武汉）
-K·薪
3-5年
本科
腾讯
武汉·江夏区·纸坊"
数据分析工程师（武汉双休）,10-14K,未知,"数据分析工程师（武汉双休）
-K
3-5年
本科
软通动力
武汉·洪山区·光谷东"
电商数据分析师,5-10K,武汉凯丽购科技,"电商数据分析师
-K·薪
1-3年
大专
武汉凯丽购科技
武汉·洪山区·卓刀泉"
数据分析师,8-12K,未知,"数据分析师
-K
1-3年
大专
众志未来策划管理
武汉·武昌区·中北路"
数据分析师,20-40K,武汉·江夏区·流芳,"数据分析师
-K·薪
5-10年
本科
金山办公软件
武汉·江夏区·流芳"
物流数据分析专员,8-10K,未知,"物流数据分析专员
-K
1-3年
本科
荣庆国际储运
武汉·东西湖区·走马岭"
数据分析,4-7K,未知,"数据分析
-K
1-3年
大专
百果园
武汉·汉阳区·琴断口"
数据分析师（长期出差）,13-20K,杭州,"数据分析师（长期出差）
-K
3-5年
本科
中科聚信
杭州"
数据分析师（应届生可投）,9-14K,未知,"数据分析师（应届生可投）
-K·薪
1-3年
本科
函子科技
杭州·萧山区·钱江世纪城"
数据分析师（食品-双休）,8-10K,杭州·临平区·九堡,"数据分析师（食品-双休）
-K
1-3年
大专
轩妈食品
杭州·临平区·九堡"
数据分析师,15-25K,未知,"数据分析师
-K
5-10年
本科
顾家家居
杭州·上城区·火车东站"
数据分析师（本地生活业务）,15-25K,未知,"数据分析师（本地生活业务）
-K
5-10年
大专
小蚕
杭州·钱塘区·和达东东城"
数据分析师助理,5-7K,杭州·西湖区·转塘,"数据分析师助理
-K·薪
1-3年
中专/中技
朗路检测
杭州·西湖区·转塘"
数据分析-用户,20-25K,杭州,"数据分析-用户
-K
1-3年
本科
某大型互联网科技上市公司
杭州"
数据分析师,11-12K,未知,"数据分析师
-K
3-5年
大专
上海如是纵横信息系统
杭州·钱塘区·工业园南"
数据分析师,20-40K,杭州·滨江区·长河,"数据分析师
-K
10年以上
本科
宁波知行合一
杭州·滨江区·长河"
管培生（数据分析方向 、接受应届生）,6-11K,未知,"管培生（数据分析方向 、接受应届生）
-K
1-3年
本科
优选生活
杭州·钱塘区·金沙湖"
数据分析师(J10200),11-20K,杭州·西湖区·西溪,"数据分析师(J10200)
-K
1-3年
本科
有赞
杭州·西湖区·西溪"
【急招】资产数据分析师,8-12K,杭州·萧山区·西兴,"【急招】资产数据分析师
-K
1-3年
本科
獭獭汽车
杭州·萧山区·西兴"
数据分析师（BI）,20-35K,杭州,"数据分析师（BI）
-K·薪
5-10年
本科
重庆某大型跨区域互联网内容与科技公司
杭州"
数据分析师,10-15K,深圳数绘星云科技,"数据分析师
-K
1-3年
本科
深圳数绘星云科技
杭州·钱塘区·工业园南"
数据分析师,8-9K,杭州·萧山区·西兴,"数据分析师
-K
1-3年
本科
温州果列文化传媒
杭州·萧山区·西兴"
数据分析师,10-14K,杭州·西湖区·三墩,"数据分析师
-K
3-5年
本科
信动未来
杭州·西湖区·三墩"
数据分析师,9-10K,杭州·临平区·乔司,"数据分析师
-K
3-5年
大专
阿雪家
杭州·临平区·乔司"
数据分析师【base无锡上班】,11-12K,杭州·萧山区·西兴,"数据分析师【base无锡上班】
-K
3-5年
大专
法本
杭州·萧山区·西兴"
淘宝闪购-数据分析-南方大区-杭州,20-40K,杭州·余杭区·仓前,"淘宝闪购-数据分析-南方大区-杭州
-K
3-5年
本科
淘宝闪购
杭州·余杭区·仓前"
数据分析师,20-25K,杭州,"数据分析师
-K
3-5年
本科
宁波某中型电子商务公司
杭州"
电商市场专员-数据分析,10-15K,杭州·滨江区·长河,"电商市场专员-数据分析
-K
3-5年
本科
优加易达
杭州·滨江区·长河"
实习生/初级/中级数据分析师,9-14K,未知,"实习生/初级/中级数据分析师
-K
1-3年
本科
剧星传媒
杭州·拱墅区·湖墅南路"
数据分析师（亚马逊平台）,15-30K,杭州万纵,"数据分析师（亚马逊平台）
-K·薪
5-10年
本科
杭州万纵
杭州·余杭区·仓前"
数据分析师（电商策略）,15-30K,杭州·滨江区·长河,"数据分析师（电商策略）
-K·薪
5-10年
本科
网易
杭州·滨江区·长河"
数据分析师,15-30K,未知,"数据分析师
-K
3-5年
本科
糖友饱饱
杭州·钱塘区·工业园南"
数据分析师,13-15K,杭州·上城区·九堡,"数据分析师
-K
3-5年
本科
HelloSunny
杭州·上城区·九堡"
数据分析师,10-11K,杭州,"数据分析师
-K
1-3年
大专
亚厉轩
杭州"
高级/资深数据分析师,15-30K,杭州·临平区·东湖,"高级/资深数据分析师
-K·薪
3-5年
本科
畅读
杭州·临平区·东湖"
数据分析师,10-11K,杭州猫儿数科技,"数据分析师
-K
1-3年
本科
杭州猫儿数科技
杭州·滨江区·长河"
数据分析专员（下午茶/双休）,7-11K,未知,"数据分析专员（下午茶/双休）
-K
1-3年
本科
杭州捌叁陆伊信息技术
杭州·拱墅区·拱宸桥"
营销数据分析师,11-15K,杭州,"营销数据分析师
-K
3-5年
大专
奥仕利创餐饮
杭州"
跨境电商数据分析师,17-22K,杭州·萧山区·宁围,"跨境电商数据分析师
-K
3-5年
本科
浩远科博
杭州·萧山区·宁围"
python数据分析师,10-13K,杭州·滨江区·浦沿,"python数据分析师
-K
1-3年
本科
杭州荣安科技有限公司
杭州·滨江区·浦沿"
Power BI数据分析师（天猫家电稳定增长）,11-18K,杭州长锦企业管理,"Power BI数据分析师（天猫家电稳定增长）
-K
1-3年
本科
杭州长锦企业管理
杭州·西湖区·西溪"
策略数据分析师,10-15K,杭州·余杭区·五常,"策略数据分析师
-K·薪
1-3年
大专
分子优联
杭州·余杭区·五常"
数据分析师（线下门店数据）,8-13K,杭州,"数据分析师（线下门店数据）
-K·薪
5-10年
大专
快鱼服饰有限公司
杭州"
高级数据分析师,40-60K,杭州·余杭区·五常,"高级数据分析师
-K
5-10年
本科
vivo
杭州·余杭区·五常"
数据分析专员,7-9K,杭州·滨江区·长河,"数据分析专员
-K
1-3年
本科
珍视明
杭州·滨江区·长河"
资深数据分析师,30-50K,杭州,"资深数据分析师
-K·薪
3-5年
本科
某大型知名互联网公司
杭州"
数据分析师（驻场银行-长期稳定）,20-25K,未知,"数据分析师（驻场银行-长期稳定）
-K
5-10年
本科
长亮科技
杭州·萧山区·钱江世纪城"
python数据分析工程师,12-20K,未知,"python数据分析工程师
-K
3-5年
本科
中电金信
杭州·萧山区·钱江世纪城"
数据分析专家,25-50K,杭州,"数据分析专家
-K
5-10年
本科
某大型互联网科技上市公司
杭州"
数据分析师,13-16K,未知,"数据分析师
-K·薪
3-5年
本科
糕诺
杭州·余杭区·未来科技城"
服装数据分析师,10-15K,杭州·萧山区·西兴,"服装数据分析师
-K
3-5年
大专
汝星
杭州·萧山区·西兴"
数据分析【BI】,10-15K,杭州·余杭区·仓前,"数据分析【BI】
-K·薪
1-3年
本科
笑骏
杭州·余杭区·仓前"
Power BI数据分析师(天猫家电头部增长）,11-20K,杭州·西湖区·西溪,"Power BI数据分析师(天猫家电头部增长）
-K·薪
1-3年
本科
杭州新佰商贸有限公司
杭州·西湖区·西溪"
数据分析师（潮玩）,20-21K,杭州,"数据分析师（潮玩）
-K
3-5年
本科
某头部玩具礼品公司
杭州"
数据分析师,8-12K,杭州·西湖区·古荡,"数据分析师
-K·薪
经验不限
本科
年糕妈妈
杭州·西湖区·古荡"
数据分析师（base杭州）,30-45K,杭州·西湖区·西溪,"数据分析师（base杭州）
-K·薪
5-10年
本科
滴滴
杭州·西湖区·西溪"
数据分析,6-9K,未知,"数据分析
-K
1-3年
大专
诺梵巧克力
杭州·余杭区·金家渡"
数据分析专家（电商）,15-20K,杭州壹网壹创,"数据分析专家（电商）
-K
1-3年
大专
杭州壹网壹创
杭州·钱塘区·和达东东城"
数据分析师,10-11K,未知,"数据分析师
-K
1-3年
本科
福瑞迪
杭州·上城区·四季青"
高级数据分析,30-50K,杭州,"高级数据分析
-K·薪
3-5年
本科
某大型互联网科技上市公司
杭州"
数据分析师（电力电网行业）,13-18K,杭州·余杭区·仓前,"数据分析师（电力电网行业）
-K
5-10年
本科
佰聆数据
杭州·余杭区·仓前"
数据分析师（电商方向）,14-20K,杭州·西湖区·西溪,"数据分析师（电商方向）
-K·薪
5-10年
本科
三摩羯
杭州·西湖区·西溪"
高级数据分析师(J10003),18-24K,杭州·萧山区·西兴,"高级数据分析师(J10003)
-K
3-5年
本科
拼便宜
杭州·萧山区·西兴"
数据分析&销售支持,11-15K,南京滕亚,"数据分析&销售支持
-K
3-5年
本科
南京滕亚
杭州·余杭区·仓前"
数据分析线上培训讲师（可兼职）,15-30K,杭州多多洛科技,"数据分析线上培训讲师（可兼职）
-K·薪
5-10年
本科
杭州多多洛科技
杭州·上城区·四季青"
用户数据分析师,56K,上海葳尔诺新能源,"用户数据分析师
-K
1年以内
大专
上海葳尔诺新能源
杭州·西湖区·西溪"
数据分析/AI管培生（2个方向）,8-12K,海鸿达(北京),"数据分析/AI管培生（2个方向）
-K
1年以内
本科
海鸿达(北京)
杭州·上城区·五堡"
